ID,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1032,Cremorne,443 Punt Rd,3,h,1475000,PI,Biggin,10/9/16,2.5,3121,3,2,2,324,165,1880,Yarra,-37.8278,144.9885,Northern Metropolitan,1123
1033,Seaholme,13 Sussex St,5,h,1415000,S,Greg,17/9/16,12.7,3018,5,3,6,705,313,2005,Hobsons Bay,-37.864,144.8437,Western Metropolitan,852
1034,Keilor Park,2a Flinders St,3,h,685000,S,Nelson,26/7/16,14.5,3042,3,2,2,260,,,Brimbank,-37.7226,144.8569,Western Metropolitan,1119
1035,Keilor Park,18 William St,3,h,575000,S,Nelson,27/11/16,14.5,3042,3,1,1,338,107,1960,Brimbank,-37.7212,144.8545,Western Metropolitan,1119
1036,Gardenvale,66A Gardenvale Rd,3,h,1250000,PI,Nick,11/2/17,9.8,3185,3,2,2,236,193,2004,Glen Eira,-37.8982,145.0121,Southern Metropolitan,534
1037,Gardenvale,7/32 Gardenia Rd,2,u,440000,S,Biggin,18/6/16,9.8,3185,2,1,1,0,75,,Glen Eira,-37.8971,145.0093,Southern Metropolitan,534
1038,Albert Park,21 Finlay St,2,h,2130000,S,Marshall,13/5/17,3.3,3206,2,1,1,236,,,Port Phillip,-37.8436,144.9558,Southern Metropolitan,3280
1039,Albert Park,2A Mills St,2,t,1500000,S,Marshall,29/4/17,3.3,3206,2,1,1,115,,,Port Phillip,-37.8441,144.9598,Southern Metropolitan,3280
1040,Armadale,8/15 Egerton Rd,2,u,480000,VB,hockingstuart,8/4/17,6.3,3143,2,1,1,0,66,1960,Stonnington,-37.8624,145.0223,Southern Metropolitan,4836
1041,Ascot Vale,6 Munro St,3,h,1435000,S,Nelson,8/4/17,5.9,3032,3,1,1,450,155,1920,Moonee Valley,-37.7756,144.9148,Western Metropolitan,6567
1042,Ascot Vale,4/225 Maribyrnong Rd,2,t,565000,S,Woodards,13/5/17,5.9,3032,2,2,1,103,,,Moonee Valley,-37.7715,144.9088,Western Metropolitan,6567
1043,Ashwood,5 Harcourt St,2,h,1495000,S,Barry,8/4/17,12.2,3147,2,1,2,803,95,1950,Monash,-37.8683,145.1064,Southern Metropolitan,2894
1044,Avondale Heights,4 Camille Ct,5,h,1250000,SP,Moonee,22/4/17,10.5,3034,5,2,2,889,,,Moonee Valley,-37.7565,144.8652,Western Metropolitan,4502
1045,Balwyn North,24 Yeneda St,3,h,1922000,S,hockingstuart,8/4/17,9.2,3104,3,1,1,696,,,Boroondara,-37.8016,145.1013,Southern Metropolitan,7809
1046,Balwyn North,18 Woodville St,4,h,1630000,S,Jellis,13/5/17,9.2,3104,4,2,1,677,,,Boroondara,-37.7897,145.0922,Southern Metropolitan,7809
1047,Bentleigh,28 Campbell St,6,h,2000000,VB,Buxton,8/4/17,13,3204,6,2,2,702,,1926,Glen Eira,-37.9193,145.033,Southern Metropolitan,6795
1048,Bentleigh,23A Fromer St,3,t,1303000,S,hockingstuart,13/5/17,13,3204,3,2,2,334,,2006,Glen Eira,-37.9284,145.0428,Southern Metropolitan,6795
1049,Bentleigh,5 Smith St,3,h,1968500,S,hockingstuart,20/5/17,13,3204,3,2,2,674,,,Glen Eira,-37.9179,145.0429,Southern Metropolitan,6795
1050,Bentleigh East,7 Celia St,3,h,986000,S,Buxton,8/4/17,13.9,3165,3,1,3,337,100,1950,Glen Eira,-37.9331,145.0586,Southern Metropolitan,10969
1051,Bentleigh East,28B Barrington St,3,t,1225000,S,hockingstuart,20/5/17,13.9,3165,3,2,2,372,180,2008,Glen Eira,-37.9127,145.0694,Southern Metropolitan,10969
1052,Bentleigh East,13 Delma St,3,h,1510000,S,Buxton,29/4/17,13.9,3165,3,1,2,689,,,Glen Eira,-37.9317,145.0524,Southern Metropolitan,10969
1053,Bentleigh East,15 Lilac St,4,h,1292000,S,Woodards,29/4/17,13.9,3165,4,1,2,587,161,1950,Glen Eira,-37.9194,145.057,Southern Metropolitan,10969
1054,Box Hill,22 Combarton St,5,h,1726000,S,Noel,20/5/17,13.1,3128,5,2,2,631,,,Whitehorse,-37.8265,145.1276,Eastern Metropolitan,4605
1055,Box Hill,11 Howard St,3,h,2080000,S,Buxton,22/4/17,13.1,3128,3,2,2,693,158,1925,Whitehorse,-37.8229,145.1217,Eastern Metropolitan,4605
1056,Brighton,2 Normanby St,3,h,2225000,PI,Nick,8/4/17,11.2,3186,3,2,2,0,167,1980,Bayside,-37.911,144.9866,Southern Metropolitan,10579
1057,Brighton,24 North Rd,4,h,4225000,S,Biggin,8/4/17,11.2,3186,4,2,2,920,333,1990,Bayside,-37.8981,144.9902,Southern Metropolitan,10579
1058,Brighton,8/20 Yuille St,3,t,2100000,S,Buxton,8/4/17,11.2,3186,3,2,4,0,145,1970,Bayside,-37.928,145.0002,Southern Metropolitan,10579
1059,Brighton,3/136 New St,3,u,1392000,S,hockingstuart,13/5/17,11.2,3186,3,2,1,188,,,Bayside,-37.9181,144.9933,Southern Metropolitan,10579
1060,Brighton,3/12 Wellington St,3,u,1221000,S,Nick,22/4/17,11.2,3186,3,2,2,0,109,1975,Bayside,-37.9163,144.9901,Southern Metropolitan,10579
1061,Brighton East,1 Curzon St,3,h,1975000,S,Kay,13/5/17,10.7,3187,3,1,2,688,,,Bayside,-37.9212,145.013,Southern Metropolitan,6938
1062,Brunswick,217 Victoria St,3,h,1210000,S,Woodards,6/5/17,5.2,3056,3,1,0,282,112,1900,Moreland,-37.7674,144.966,Northern Metropolitan,11918
1063,Brunswick,2/199 Barkly St,1,u,528000,S,Nelson,8/4/17,5.2,3056,1,1,1,0,58,2010,Moreland,-37.7767,144.9676,Northern Metropolitan,11918
1064,Brunswick,1/19 Manallack St,4,h,1210000,SP,Woodards,8/4/17,5.2,3056,4,2,1,373,200,2009,Moreland,-37.7733,144.9599,Northern Metropolitan,11918
1065,Brunswick,251 Albion St,4,h,1650000,S,Brad,29/4/17,5.2,3056,4,2,4,670,,,Moreland,-37.7602,144.9591,Northern Metropolitan,11918
1066,Brunswick East,15/67 Nicholson St,2,u,435000,SP,Pagan,13/5/17,4.5,3057,2,1,1,0,70,2011,Moreland,-37.7755,144.9786,Northern Metropolitan,5533
1067,Brunswick East,7 Weigall St,3,h,1500000,S,Jellis,22/4/17,4.5,3057,3,1,3,446,125,1940,Moreland,-37.7682,144.9835,Northern Metropolitan,5533
1068,Brunswick West,48 Smith St,3,h,1222000,S,Nelson,8/4/17,5.9,3055,3,1,1,380,,,Moreland,-37.7677,144.946,Northern Metropolitan,7082
1069,Brunswick West,63A Hunter St,3,h,1220000,S,Woodards,13/5/17,5.9,3055,3,1,1,335,113,1940,Moreland,-37.766,144.945,Northern Metropolitan,7082
1070,Brunswick West,10 Shamrock St,3,h,1100000,VB,Nelson,13/5/17,5.9,3055,3,2,1,169,139,1900,Moreland,-37.7585,144.9504,Northern Metropolitan,7082
1071,Brunswick West,507 Brunswick Rd,3,h,1200000,PI,Nelson,29/4/17,5.9,3055,3,1,2,683,,,Moreland,-37.7744,144.9396,Northern Metropolitan,7082
1072,Brunswick West,141 Pearson St,4,h,1205000,S,Nelson,29/4/17,5.9,3055,4,2,2,518,160,1980,Moreland,-37.7606,144.9499,Northern Metropolitan,7082
1073,Burwood,362 Burwood Hwy,2,h,1815000,S,Lindellas,20/5/17,11.7,3125,1,1,1,698,196,1960,Whitehorse,-37.8518,145.1278,Southern Metropolitan,5678
1074,Camberwell,49 Bellett St,4,h,2513000,S,Marshall,13/5/17,7.8,3124,4,2,3,696,,,Boroondara,-37.8355,145.0665,Southern Metropolitan,8920
1075,Camberwell,20 Crellin Gr,2,h,1900000,S,Noel,13/5/17,7.8,3124,2,1,3,633,134,1960,Boroondara,-37.8427,145.0824,Southern Metropolitan,8920
1076,Canterbury,25 Faversham Rd,4,h,2510000,PI,Kay,13/5/17,9,3126,4,3,2,789,,,Boroondara,-37.8214,145.0843,Southern Metropolitan,3265
1077,Canterbury,17 View St,3,h,3725000,S,Marshall,13/5/17,9,3126,3,2,2,857,250,,Boroondara,-37.8203,145.0785,Southern Metropolitan,3265
1078,Carlton North,32 Princes St,3,h,1300000,PI,Craig,22/4/17,3.2,3054,4,1,0,223,,,Yarra,-37.7927,144.9745,Northern Metropolitan,3106
1079,Carnegie,1/376 Neerim Rd,4,t,1201000,S,Ray,6/5/17,11.4,3163,4,2,2,273,,2000,Glen Eira,-37.8898,145.0632,Southern Metropolitan,7822
1080,Carnegie,2/60 Woornack Rd,2,u,635000,S,Noel,6/5/17,11.4,3163,2,1,1,0,73,1980,Glen Eira,-37.8981,145.0619,Southern Metropolitan,7822
1081,Carnegie,88A Truganini Rd,3,h,1200000,PI,hockingstuart,13/5/17,11.4,3163,3,2,2,515,156,1930,Glen Eira,-37.8924,145.0541,Southern Metropolitan,7822
1082,Caulfield,3/1015 Glen Huntly Rd,2,u,535000,S,Biggin,6/5/17,8.9,3162,2,1,1,0,,,Glen Eira,-37.8883,145.0342,Southern Metropolitan,2379
1083,Caulfield North,8/54 Narong Rd,1,u,305000,SP,Gary,8/4/17,8.1,3161,1,1,1,750,43,1965,Glen Eira,-37.8678,145.0197,Southern Metropolitan,6923
1084,Caulfield North,330 Balaclava Rd,4,h,1300000,PI,hockingstuart,20/5/17,8.1,3161,4,1,1,443,,,Glen Eira,-37.8738,145.0349,Southern Metropolitan,6923
1085,Caulfield South,9/434 Kooyong Rd,2,u,630000,S,Biggin,20/5/17,9.3,3162,2,1,1,0,71,2003,Glen Eira,-37.8937,145.0137,Southern Metropolitan,5051
1086,Clifton Hill,72 Ramsden St,3,h,1660000,S,Collins,13/5/17,3.4,3068,3,1,2,290,,,Yarra,-37.7906,144.9993,Northern Metropolitan,2954
1087,Clifton Hill,14/14 The Esplanade,1,u,465000,S,Haughton,13/5/17,3.4,3068,1,1,1,0,45,1970,Yarra,-37.7881,145.0058,Northern Metropolitan,2954
1088,Clifton Hill,1/8 Louise St,2,u,712000,S,MICM,20/5/17,3.4,3068,2,1,1,36,,,Yarra,-37.7926,145.0019,Northern Metropolitan,2954
1089,Clifton Hill,3 Anderson St,2,h,1650000,S,Harrington,29/4/17,3.4,3068,2,1,1,118,,,Yarra,-37.7933,144.9926,Northern Metropolitan,2954
1090,Coburg,29 Belgrave St,3,h,1180000,S,Nelson,13/5/17,7.8,3058,3,2,2,588,,,Moreland,-37.7445,144.9751,Northern Metropolitan,11204
1091,Coburg,22/129 Harding St,3,t,824000,S,Barry,13/5/17,7.8,3058,3,1,2,120,113,1990,Moreland,-37.7462,144.9795,Northern Metropolitan,11204
1092,Coburg,27 Clifton Gr,3,h,1020000,SP,Nelson,20/5/17,7.8,3058,3,2,0,341,,1920,Moreland,-37.7377,144.9584,Northern Metropolitan,11204
1093,Coburg,24 Florence St,5,h,1790000,S,Jellis,29/4/17,7.8,3058,5,3,2,635,108,1920,Moreland,-37.7516,144.9593,Northern Metropolitan,11204
1094,Coburg,4/34 Gladstone St,2,u,650000,S,Barry,29/4/17,7.8,3058,2,1,1,136,81,1975,Moreland,-37.7449,144.9754,Northern Metropolitan,11204
1095,Coburg North,3/24 Mashoobra St,2,u,330000,VB,Rosin,22/4/17,9.2,3058,2,1,1,0,,1970,Moreland,-37.7218,144.9563,Northern Metropolitan,3445
1096,Collingwood,158 Keele St,3,h,1309000,S,Nelson,13/5/17,1.6,3066,3,1,0,168,,,Yarra,-37.7975,144.9924,Northern Metropolitan,4553
1097,Collingwood,39 Otter St,3,h,1300000,S,Peter,20/5/17,1.6,3066,3,1,1,209,,,Yarra,-37.8011,144.9861,Northern Metropolitan,4553
1098,Collingwood,2/18 Islington St,3,u,1000000,SP,Caine,22/4/17,1.6,3066,3,2,2,0,148,2005,Yarra,-37.8083,144.9908,Northern Metropolitan,4553
1099,Cremorne,25 Dover St,2,h,855000,S,Biggin,8/4/17,2.5,3121,2,1,0,117,,,Yarra,-37.8262,144.9922,Northern Metropolitan,1123
1100,Doncaster,34 Council St,4,h,1480000,S,Philip,8/4/17,13.9,3108,4,2,2,656,,1965,Manningham,-37.7833,145.1302,Eastern Metropolitan,9028
1101,Doncaster,4 Ella Ct,4,h,1300000,PI,Ray,8/4/17,13.9,3108,4,2,2,872,185,1970,Manningham,-37.7906,145.1138,Eastern Metropolitan,9028
1102,Doncaster,14 Morris St,4,h,1955000,S,Jellis,29/4/17,13.9,3108,4,2,2,1033,,,Manningham,-37.7929,145.1184,Eastern Metropolitan,9028
1103,Essendon,1/41 Nimmo St,2,u,610000,PI,Jellis,22/4/17,8,3040,2,1,1,0,75,2012,Moonee Valley,-37.7504,144.8957,Western Metropolitan,9264
1104,Fairfield,11/272 Heidelberg Rd,2,u,676000,S,Jellis,6/5/17,5.8,3078,2,1,1,0,87,2002,Yarra,-37.7847,145.0109,Northern Metropolitan,2970
1105,Fawkner,42 Hedley St,3,h,1000000,PI,Ray,20/5/17,12.4,3060,3,1,2,1069,120,1960,Moreland,-37.6931,144.9596,Northern Metropolitan,5070
1106,Fitzroy North,167 Alexandra Pde,2,h,846000,S,Harrington,8/4/17,3.5,3068,2,1,0,160,119,1880,Yarra,-37.7933,144.9824,Northern Metropolitan,6244
1107,Fitzroy North,58 Scotchmer St,2,h,1345000,S,Woodards,8/4/17,3.5,3068,2,1,0,176,,,Yarra,-37.7831,144.9805,Northern Metropolitan,6244
1108,Flemington,11/300 Racecourse Rd,2,u,603000,S,Nelson,8/4/17,4.4,3031,2,1,1,0,96,1890,Moonee Valley,-37.788,144.9306,Northern Metropolitan,3593
1109,Flemington,8/64 Dover St,2,u,500000,S,Nelson,13/5/17,4.4,3031,2,1,1,0,72,1970,Moonee Valley,-37.7829,144.9247,Northern Metropolitan,3593
1110,Footscray,17/6 Rosamond Rd,2,t,485000,SP,Biggin,8/4/17,6.4,3011,2,2,1,0,70,2011,Maribyrnong,-37.7883,144.884,Western Metropolitan,7570
1111,Glen Huntly,7/1192 Glen Huntly Rd,2,u,575000,S,Buxton,22/4/17,10.4,3163,2,2,1,0,,,Glen Eira,-37.8898,145.0438,Southern Metropolitan,2403
1112,Glen Iris,55 Martin Rd,5,h,1950000,S,Noel,13/5/17,9.2,3146,5,2,2,794,,1920,Boroondara,-37.8508,145.0592,Southern Metropolitan,10412
1113,Glenroy,129 View St,3,h,643000,S,Stockdale,20/5/17,13,3046,3,1,2,674,,,Moreland,-37.6957,144.9231,Northern Metropolitan,8870
1114,Glenroy,3/15 Harold St,3,u,590000,S,YPA,29/4/17,13,3046,3,2,2,0,118,2009,Moreland,-37.7074,144.9266,Northern Metropolitan,8870
1115,Glenroy,11 Salisbury St,3,h,935000,S,Stockdale,29/4/17,13,3046,3,1,2,666,176,1960,Moreland,-37.7015,144.9191,Northern Metropolitan,8870
1116,Hadfield,56 Middle St,3,h,725000,S,Stockdale,13/5/17,12.1,3046,3,1,2,585,,,Moreland,-37.71,144.9464,Northern Metropolitan,2606
1117,Hampton,37 Prince St,2,h,1789000,S,Buxton,13/5/17,13.7,3188,2,1,2,650,,,Bayside,-37.9338,145.0143,Southern Metropolitan,5454
1118,Hampton,6 Orlando St,3,h,1475000,PI,hockingstuart,29/4/17,13.7,3188,3,1,2,251,,,Bayside,-37.9411,145.0011,Southern Metropolitan,5454
1119,Hawthorn,1/54 Liddiard St,1,u,440000,S,Jellis,6/5/17,4.6,3122,1,1,1,0,51,1960,Boroondara,-37.8194,145.0397,Southern Metropolitan,11308
1120,Hawthorn,28/168 Power St,1,u,360000,PI,Woodards,8/4/17,4.6,3122,1,1,1,6494,77,1965,Boroondara,-37.8254,145.0255,Southern Metropolitan,11308
1121,Hawthorn,12/5 Summerlea Gr,1,u,275000,SP,hockingstuart,13/5/17,4.6,3122,1,1,0,479,30,1970,Boroondara,-37.8292,145.0322,Southern Metropolitan,11308
1122,Hawthorn,12 Hunter St,3,h,1985000,S,Jellis,20/5/17,4.6,3122,3,2,1,254,,1910,Boroondara,-37.8287,145.0419,Southern Metropolitan,11308
1123,Hawthorn East,13 Pleasant Rd,4,h,2425000,PI,Real,13/5/17,7.5,3123,4,2,2,729,278,,Boroondara,-37.8343,145.0488,Southern Metropolitan,6482
1124,Hawthorn East,6/4 Wiseman St,1,u,400500,S,Bekdon,13/5/17,7.5,3123,1,1,1,71,,,Boroondara,-37.8372,145.0433,Southern Metropolitan,6482
1125,Hawthorn East,35 Auburn Gr,3,h,2102000,S,Noel,20/5/17,7.5,3123,3,2,1,271,126,,Boroondara,-37.8256,145.0486,Southern Metropolitan,6482
1126,Hawthorn East,16/330 Riversdale Rd,2,u,435000,S,RT,20/5/17,7.5,3123,2,1,1,1536,,,Boroondara,-37.8307,145.0493,Southern Metropolitan,6482
1127,Hawthorn East,2/24 Selwood St,1,u,375000,S,Jellis,20/5/17,7.5,3123,1,1,1,0,,1960,Boroondara,-37.8362,145.0543,Southern Metropolitan,6482
1128,Heidelberg,74 Brown St,3,h,1340000,S,Darren,8/4/17,10.6,3084,3,2,0,600,,,Banyule,-37.7523,145.0676,Eastern Metropolitan,2890
1129,Heidelberg,3/56 Banksia St,2,t,630000,S,Miles,20/5/17,10.6,3084,2,1,1,86,,,Banyule,-37.7586,145.0629,Eastern Metropolitan,2890
1130,Heidelberg,29 Martin St,3,h,1271000,S,Fletchers,22/4/17,10.6,3084,3,2,2,330,171,2008,Banyule,-37.7524,145.06,Eastern Metropolitan,2890
1131,Heidelberg Heights,18 Francis St,2,h,780000,S,Barry,20/5/17,10.5,3081,2,1,1,433,,,Banyule,-37.7521,145.0516,Eastern Metropolitan,2947
1132,Heidelberg West,373 Liberty Pde,3,h,640000,S,hockingstuart,20/5/17,9.4,3081,3,1,2,476,200,1956,Banyule,-37.7339,145.0405,Eastern Metropolitan,2674
1133,Heidelberg West,8 Malahang Pde,1,h,442000,S,Barry,20/5/17,9.4,3081,1,1,0,290,,,Banyule,-37.7434,145.0468,Eastern Metropolitan,2674
1134,Heidelberg West,1 Normanby Ct,3,h,810000,S,Barry,22/4/17,9.4,3081,3,2,0,747,,,Banyule,-37.7348,145.0402,Eastern Metropolitan,2674
1135,Heidelberg West,15 Tarakan St,4,h,725000,S,Miles,29/4/17,9.4,3081,4,1,2,585,,,Banyule,-37.7469,145.0448,Eastern Metropolitan,2674
1136,Ivanhoe,69 Ford St,3,h,970000,S,Miles,8/4/17,7.9,3079,3,1,4,459,,,Banyule,-37.7639,145.0377,Eastern Metropolitan,5549
1137,Ivanhoe,1/53 Norman St,3,t,1060000,S,Purplebricks,29/4/17,7.9,3079,3,0,0,219,,1980,Banyule,-37.7679,145.0466,Eastern Metropolitan,5549
1138,Ivanhoe East,475 The Boulevard,3,h,2400000,VB,Miles,13/5/17,9,3079,3,2,2,1132,240,1950,Banyule,-37.7715,145.0688,Eastern Metropolitan,1554
1139,Keilor East,12 Cecelia Dr,3,h,745000,S,Nelson,13/5/17,12.8,3033,3,1,1,535,134,1980,Moonee Valley,-37.7475,144.852,Western Metropolitan,5629
1140,Kew,3/89 Earl St,3,t,835000,S,Hall,20/5/17,5.6,3101,3,2,2,247,147,2007,Boroondara,-37.7944,145.0327,Southern Metropolitan,10331
1141,Maidstone,25 Thomson St,3,h,873000,S,Biggin,13/5/17,9.2,3012,3,1,2,625,,,Maribyrnong,-37.7876,144.8752,Western Metropolitan,3873
1142,Maidstone,2/56 Mitchell St,3,h,725000,S,Biggin,20/5/17,9.2,3012,3,2,2,260,,,Maribyrnong,-37.7825,144.8833,Western Metropolitan,3873
1143,Maidstone,1/1 Clarendon St,3,t,675000,S,Biggin,22/4/17,9.2,3012,3,2,2,159,128,2016,Maribyrnong,-37.785,144.8673,Western Metropolitan,3873
1144,Malvern East,32 Chadstone Rd,3,h,2250000,S,Fletchers,6/5/17,11.2,3145,3,1,2,840,170,1950,Stonnington,-37.883,145.0791,Southern Metropolitan,8801
1145,Malvern East,1411 Dandenong Rd,4,h,1290000,S,Buxton,13/5/17,11.2,3145,4,2,2,395,,,Stonnington,-37.8914,145.0842,Southern Metropolitan,8801
1146,Malvern East,15 Winton Rd,4,t,1510000,S,Jellis,20/5/17,11.2,3145,4,3,2,274,225,,Stonnington,-37.873,145.0664,Southern Metropolitan,8801
1147,Melbourne,402/455 Elizabeth St,2,u,452000,S,RT,13/5/17,2.8,3000,2,1,0,0,60,2006,Melbourne,-37.8084,144.9602,Northern Metropolitan,17496
1148,Melbourne,203/551 Flinders La,1,u,275000,VB,Whiting,22/4/17,2.8,3000,1,1,0,0,52,2000,Melbourne,-37.8199,144.9558,Northern Metropolitan,17496
1149,Mont Albert,1 Howson Ct,4,h,2100000,VB,Harcourts,13/5/17,11.8,3127,4,2,5,719,271,1950,Whitehorse,-37.812,145.1082,Eastern Metropolitan,2079
1150,Moonee Ponds,109 Waverley St,4,h,1515000,S,Nelson,8/4/17,6.9,3039,4,2,3,574,203,1910,Moonee Valley,-37.7644,144.9061,Western Metropolitan,6232
1151,Moonee Ponds,121 Vine St,2,h,1302500,S,Jellis,13/5/17,6.9,3039,2,1,2,455,,,Moonee Valley,-37.7692,144.9353,Western Metropolitan,6232
1152,Moonee Ponds,25 George St,4,h,955000,S,Woodards,29/4/17,6.9,3039,4,2,3,431,246,1910,Moonee Valley,-37.7615,144.9094,Western Metropolitan,6232
1153,Murrumbeena,6/51 Murrumbeena Rd,2,u,582000,S,Gary,13/5/17,12.1,3163,2,1,2,1113,93,2010,Glen Eira,-37.8892,145.0664,Southern Metropolitan,4442
1154,Murrumbeena,5/25 Hobart Rd,1,u,261000,PI,Woodards,22/4/17,12.1,3163,1,1,1,0,,1960,Glen Eira,-37.8867,145.0699,Southern Metropolitan,4442
1155,Newport,28 Agg St,4,h,1230000,SP,Gunn&Co,6/5/17,8.4,3015,4,2,1,402,146,1925,Hobsons Bay,-37.8433,144.8774,Western Metropolitan,5498
1156,Newport,14 Breadalbane Pl,3,h,1410000,SP,Williams,20/5/17,8.4,3015,3,2,2,315,,,Hobsons Bay,-37.8496,144.8868,Western Metropolitan,5498
1157,Newport,33 Bunbury St,1,h,1700000,S,Jas,20/5/17,8.4,3015,1,1,0,622,,,Hobsons Bay,-37.8497,144.8903,Western Metropolitan,5498
1158,Newport,16 Thorpe St,3,h,1100000,PI,Sweeney,29/4/17,8.4,3015,3,1,6,761,,,Hobsons Bay,-37.8464,144.865,Western Metropolitan,5498
1159,Northcote,48 Charles St,2,h,1343000,S,Jellis,6/5/17,5.5,3070,2,1,1,263,,,Darebin,-37.777,144.992,Northern Metropolitan,11364
1160,Northcote,2/19 Glanfield St,2,h,695000,S,Barry,8/4/17,5.5,3070,2,1,1,120,,1975,Darebin,-37.7715,145.0075,Northern Metropolitan,11364
1161,Oak Park,1 Ash Gr,3,h,955000,S,Considine,8/4/17,11.5,3046,3,1,2,690,,1950,Moreland,-37.7167,144.9127,Northern Metropolitan,2651
1162,Oak Park,6 The Avenue,3,u,601000,SP,Barry,8/4/17,11.5,3046,3,1,2,220,90,1990,Moreland,-37.7131,144.9091,Northern Metropolitan,2651
1163,Oakleigh,1/1438 Dandenong Rd,3,u,655000,PI,Ray,13/5/17,14,3166,3,1,2,160,104,1970,Monash,-37.8946,145.0944,Southern Metropolitan,3224
1164,Oakleigh,36 Westgate St,3,h,1205000,S,buyMyplace,13/5/17,14,3166,3,2,1,570,,,Monash,-37.9066,145.0869,Southern Metropolitan,3224
1165,Oakleigh,4 Mead Ct,2,h,676000,S,Ray,20/5/17,14,3166,2,1,2,257,,,Monash,-37.9067,145.0921,Southern Metropolitan,3224
1166,Oakleigh,7 Hilbert Ct,4,h,1145000,S,Ray,22/4/17,14,3166,4,2,2,538,,,Monash,-37.895,145.1014,Southern Metropolitan,3224
1167,Oakleigh,110 Atkinson St,4,h,1840000,S,Woodards,29/4/17,14,3166,4,2,2,598,222,1900,Monash,-37.898,145.0928,Southern Metropolitan,3224
1168,Pascoe Vale,62 Devon Rd,3,h,755000,S,Nelson,6/5/17,9.9,3044,3,2,2,294,110,1950,Moreland,-37.7215,144.9251,Northern Metropolitan,7485
1169,Pascoe Vale,115 Derby St,4,h,800000,S,Nelson,8/4/17,9.9,3044,4,1,1,593,131,1970,Moreland,-37.7278,144.9463,Northern Metropolitan,7485
1170,Pascoe Vale,147 Derby St,3,h,806000,SP,Brad,8/4/17,9.9,3044,3,1,1,488,,,Moreland,-37.7253,144.9467,Northern Metropolitan,7485
1171,Pascoe Vale,3/238 Cumberland Rd,2,u,496000,S,Brad,13/5/17,9.9,3044,2,1,1,136,,,Moreland,-37.7218,144.9406,Northern Metropolitan,7485
1172,Pascoe Vale,7/26 Snell Gr,2,u,497000,SP,Nelson,13/5/17,9.9,3044,2,1,1,123,,1970,Moreland,-37.7181,144.9322,Northern Metropolitan,7485
1173,Pascoe Vale,2A Bolingbroke St,2,t,520000,S,Brad,22/4/17,9.9,3044,2,1,1,0,82,2011,Moreland,-37.7324,144.9377,Northern Metropolitan,7485
1174,Port Melbourne,9/23 Beaconsfield Pde,2,u,2250000,S,Greg,29/4/17,3.8,3207,2,2,2,0,,,Port Phillip,-37.8444,144.9421,Southern Metropolitan,8648
1175,Port Melbourne,205 Clark St,4,h,1375000,S,hockingstuart,29/4/17,3.8,3207,4,1,1,190,,,Port Phillip,-37.833,144.9377,Southern Metropolitan,8648
1176,Prahran,205/201 High St,2,u,475000,VB,hockingstuart,29/4/17,4.5,3181,2,1,1,0,,,Stonnington,-37.8519,144.9948,Southern Metropolitan,7717
1177,Preston,4 Devon St,3,h,1045000,S,Nelson,8/4/17,8.8,3072,3,1,2,513,,,Darebin,-37.7505,144.991,Northern Metropolitan,14577
1178,Preston,53 William St,3,h,917500,S,Nelson,8/4/17,8.8,3072,3,2,2,472,123,1965,Darebin,-37.7336,145.0022,Northern Metropolitan,14577
1179,Preston,31 Benambra St,3,h,800000,PI,hockingstuart,13/5/17,8.8,3072,3,2,2,319,124,1940,Darebin,-37.7334,144.9873,Northern Metropolitan,14577
1180,Preston,3 Carthew Gr,4,h,1075000,S,Nelson,13/5/17,8.8,3072,4,1,2,521,146,1935,Darebin,-37.7506,144.99,Northern Metropolitan,14577
1181,Preston,118 Wood St,3,h,1020000,PI,hockingstuart,13/5/17,8.8,3072,3,2,2,670,140,,Darebin,-37.7353,145.0232,Northern Metropolitan,14577
1182,Preston,47 Youngman St,2,h,800000,VB,Nelson,20/5/17,8.8,3072,2,1,1,405,,,Darebin,-37.7356,145.0087,Northern Metropolitan,14577
1183,Reservoir,3/963 High St,2,u,406000,S,Barry,6/5/17,11.2,3073,2,1,1,0,,,Darebin,-37.7093,145.0083,Northern Metropolitan,21650
1184,Reservoir,18 Zinnia St,3,h,595000,SP,Barry,6/5/17,11.2,3073,3,1,1,490,116,1970,Darebin,-37.7152,144.9817,Northern Metropolitan,21650
1185,Reservoir,11 Mais St,4,h,905000,S,hockingstuart,8/4/17,11.2,3073,4,2,2,696,142,1965,Darebin,-37.7074,145.0276,Northern Metropolitan,21650
1186,Reservoir,96b Cheddar Rd,4,h,678500,S,hockingstuart,13/5/17,11.2,3073,0,1,2,606,,,Darebin,-37.6987,145.0203,Northern Metropolitan,21650
1187,Reservoir,1/80 Delaware St,2,t,615000,S,Ray,20/5/17,11.2,3073,2,1,1,202,,,Darebin,-37.7199,145.0091,Northern Metropolitan,21650
1188,Reservoir,2/87 Purinuan Rd,2,h,375000,PI,Nelson,20/5/17,11.2,3073,2,1,1,101,67,1980,Darebin,-37.7091,145.0259,Northern Metropolitan,21650
1189,Richmond,6/323 Church St,3,t,1052000,S,Jellis,20/5/17,2.6,3121,3,1,2,0,100,2010,Yarra,-37.8221,144.9988,Northern Metropolitan,14949
